qid;query;automatically_detected_nuggets
2024-67021;how movements win gendered opportunity structures;"['Movements challenge gendered power structures.', 'Political opportunities are crucial for success.', 'Collective action and framing are gendered.', 'Strategic demands shape public opinion.', 'Power imbalances shape movements.', 'Gendered structures are systemic.', 'Consciousness-raising drives mobilization.', 'Understanding power dynamics is vital.', 'Winning requires a clear strategy.', 'Diverse actors are crucial.', 'Economic and political empowerment are key goals.', 'Intersectionality is crucial for success.', 'Resource mobilization fuels movements.', 'Challenging patriarchy is key.', 'Women’s access to power is crucial.', 'Addressing unequal pay is vital.', 'Overcoming gendered stereotypes is essential.', 'Framing fosters ideological buy-in.', 'Winning reforms improve women’s lives.', 'Exploiting political vulnerabilities is key.', 'Access to spaces shapes participation.', 'Social barriers constrain women’s choices.', 'Social justice requires eliminating sexism.', 'Shared grievances fuel mobilization.', 'Discontent drives movement emergence.', 'Structural strain creates impetus for change.', 'People must become unhappy for movements to arise.', 'Strategic alliances build solidarity.', 'Men can support, not lead, feminist movements.']"
2024-5675;are physical products out of demand;"['Demand for physical products varies greatly by product type.', 'Online sales growth impacts physical retail significantly.', 'Consumer preference for physical stores remains strong for some products.', 'Supply chain issues and economic downturns affect product availability and demand.', 'Some products necessitate in-person inspection before purchase.', 'High-end and specialty products maintain a strong physical presence.', 'Retailers increasingly adopt omnichannel strategies.', 'Specific product demand fluctuates (e.g., electronics, toilet paper).', 'Certain product categories (e.g., beauty, apparel) remain highly demanded.', 'The pandemic disrupted production and distribution of many products.', 'Personalized products are a growing trend.', 'Consumers value in-person shopping experiences for certain products.', 'Technology-driven products are in high demand.', 'Outmoded products (e.g., DVDs) are declining due to technological advancements.']"
2024-224063;why people read poorly written books;"['Escapism', 'Easy to read', 'Engaging despite flaws', 'Compelling story despite flaws', 'Emotional needs', 'Satisfies dissatisfaction with reality', 'Habit', 'Convenience', 'Time filler', 'Part of a series', 'Recommended', 'Social pressure', 'Accessibility', 'Relatability', 'Lack of alternatives', 'Curiosity', 'Poorly written but enjoyable', 'Hate-reading', 'Unintentional selection']"
2024-215090;why did america want to overthrow the hawaiian kingdom;"['Economic control of sugar plantations', 'Desire for naval base at Pearl Harbor', 'Strategic Pacific location', 'Evasion of US sugar tariffs', 'American business interests', 'Overthrow of the Hawaiian monarchy', 'Queen Liliuokalani’s resistance', 'Annexation to the US', 'Access to Asian markets', 'Expansion of US influence', 'Protection of American lives and property', 'McKinley Tariff Act impact']"
2024-215256;why did desoto fail;"['Failure to find gold', 'Death of De Soto', 'Native American resistance', 'High mortality rate among men', 'Disease', 'Difficult terrain', 'Brutal treatment of natives', 'Loss of most possessions', 'Inadequate supplies', 'Unfamiliar terrain']"
2024-213855;why are climate activists defacing famous art?;"['Climate change urgency: drastic action needed', 'Art as a powerful canvas', 'Public attention: grabbing headlines', 'Activist motivations: anger, frustration', 'Art defacement: protest tactic', 'Political statement: challenging authority', 'Focus on inaction: government/corporations', 'Frustration with slow progress', 'Desperation: sense of urgency', 'Reaching wider audience: bypassing traditional media', 'Art’s symbolic power: conveying messages', 'Emotional impact: evoking feelings', 'Media amplification', 'Risk vs reward: consequences', 'Irreversible art damage', 'Legal repercussions: charges', 'Alternative protest methods', 'Social change: inspiring action', 'Defiance: challenging norms', 'Moral implications: justifiable?', 'Public discourse: sparking debate']"
2024-141993;what happens to us biologically if we hold in grief;"['Weakened immune system', 'Increased inflammation', 'Increased risk of cardiovascular disease', 'High blood pressure', 'Digestive problems', 'Sleep disturbances', 'Chronic pain', 'Headaches', 'Muscle tension', 'Fatigue', 'Physical exhaustion', 'Increased risk of infections', 'Increased cortisol levels', 'Hormonal imbalance', 'Appetite changes', 'Grief manifests physically', 'Healing inhibited', 'Depression', 'Anxiety', 'Irritability', 'Impaired cognitive function']"
2024-126414;what affects individual ability to pay utilities;"['Income level impacts utility affordability.', 'High energy burden strains low-income households.', 'Debt burden reduces disposable income for utilities.', 'Unexpected expenses hinder utility payments.', 'High medical costs compete with utility payments.', 'Utility prices vary by location and provider.', 'Energy price volatility impacts affordability.', 'Household size affects energy usage.', 'Home size impacts energy use.', 'Energy efficiency lowers utility bills.', 'Consumption rates impact bill amounts.', 'Federal LIHEAP assists low-income families.', 'State assistance programs offer financial aid.', 'Payment plans ease utility bill burdens.', 'Budgeting habits affect payment ability.', 'Homeownership increases utility costs.', 'Work-from-home increases energy use.', 'Apartment utilities may be included in rent.', 'Credit score impacts utility service access.', 'Delinquent payments negatively affect credit.', 'Job loss reduces income for utilities.', 'Savings help absorb unexpected expenses.', 'Government assistance programs aid utility payments.', 'Previous utility debt affects new service.', 'Seasonal weather impacts energy use.']"
2024-221836;why is mend no longer an active group;"['Billy Milano focused on private life', 'Band disbanded in 2015', '2015 disbandment announcement', 'Later resumed activity', 'Tour and album plans cancelled']"
2024-220794;why is food commodities crashing;"['Record harvests increased supply', 'Oversupply exceeding demand', 'Abundant grain stocks', 'China’s reduced purchases', 'Brazil’s increased soybean production', 'Reduced biofuel demand', 'Improved crop conditions', 'Economic slowdown', 'High farm debt', 'Corporate farming efficiencies', 'Government subsidies', 'Excess capacity unwinding', 'Speculative trading', 'Pandemic disrupted supply chains', 'Reduced restaurant demand']"
2024-215044;why did 99 cent srtores go out of business;"['Intense competition from larger retailers', 'Rising costs and inflation', 'Changing consumer preferences', 'Loss of market share to Walmart and Amazon', 'Increased commodity prices', 'High operating costs', 'Inability to maintain profitability', 'Poor management', 'Limited product diversification', 'Pricing and cost issues', 'Poor marketing', 'Product safety concerns', 'Economic downturns', 'Failed adaptation to e-commerce', 'Lack of a strong business model', 'Ignoring customers', 'Empty shelves and messy stores']"
2024-152817;what steps should individuals take to dispose of their electronic devices?;"['Back up your data', 'Erase personal data securely', 'Factory reset device', 'Remove batteries', 'Find certified e-waste recyclers', 'Check manufacturer take-back programs', 'Donate or sell working devices', 'Check local collection points/events', 'Recycle responsibly', 'Physically destroy hard drive (if necessary)', 'Overwrite data with junk data', 'Remove SIM and memory cards', 'Use secure wipe software']"
2024-5809;are presidential mandates a real thing or is it a myth;"['Presidential mandates: primarily political, not legally binding.', 'Election results influence policy, but don’t dictate it.', 'Mandate: perceived power, influencing but not controlling Congress.', 'Congress represents popular will, independent of presidential mandate.', 'President lacks unilateral control over Congress.', 'Campaign promises: aspirational, not legally binding.', 'Large electoral win may suggest stronger mandate, but not always.', 'Winning election doesn’t automatically grant a clear mandate.', 'Ambiguous mandates are difficult to interpret and implement.', 'Checks and balances limit presidential power, preventing unchecked mandates.', 'Executive orders: limited scope, potentially controversial.', 'Executive orders: legally binding directives to agencies.', 'Courts can overturn executive actions.', 'Presidential power: historically expanding, subject to debate.', 'Re-election seeks renewed mandate from voters.', 'Executive actions are not always legally binding.', 'Political context shapes mandate interpretation.', 'Executive orders: implement laws, interpret Constitution, or treaties.']"
